FACID,YR,LAT,LON,LLDESC,LLSRC,RDATUM,CDATE
64897,2024,41.253310,103.763130,Quarter Section Centroid,LEGAL,83,2005-01-28
64903,2024,41.051350,103.399250,Quarter Section Centroid,LEGAL,83,2005-01-28
64907,2024,41.195400,103.754150,Quarter Section Centroid,LEGAL,83,2005-01-28
64908,2024,41.115160,103.431440,site - from 2011 Tier II report,UNKNOWN,83,2012-03-06
64913,2024,41.196533,102.982833,2829 Road 111 (Office),UNKNOWN,,2007-09-18
64919,2024,41.121450,103.699270,site,UNKNOWN,83,2012-03-06
64920,2024,41.109140,103.064520,Quarter Section Centroid,LEGAL,83,2005-01-28
64925,2024,40.445617,100.977917,rough location,UNKNOWN,84,2016-09-29
64927,2024,41.359700,103.039980,Section Centroid,LEGAL,83,2005-01-28
64928,2024,40.180870,101.459210,Quarter Section Centroid,LEGAL,83,2005-01-28
64932,2024,40.115550,101.450060,Quarter Section Centroid,LEGAL,83,2005-01-28
64934,2024,40.126640,101.483250,Section Centroid,LEGAL,83,2005-01-28
64944,2024,40.224040,101.272060,Quarter Section Centroid,LEGAL,83,2005-01-28
64945,2024,40.232283,101.163505,drive from shared drive,GOOGLE,84,2016-09-16
64948,2024,40.215650,100.919468,north drive,GOOGLE,84,2016-09-16
64951,2024,40.007700,100.973120,site,UNKNOWN,84,2019-01-04
64985,2024,41.124417,103.094600,Armstrong 2,UNKNOWN,84,2024-02-22
64991,2024,40.135460,100.922810,Quarter Section Centroid,LEGAL,83,2005-01-28
64992,2024,40.190554,101.128077,drive from shared drive,GOOGLE,84,2016-09-16
64994,2024,41.300500,103.587370,north (main) drive,DIG-DOQ,84,2015-03-23
64998,2024,41.215340,103.531450,site,UNKNOWN,84,2018-03-02
64999,2024,41.188750,103.524230,Quarter Section Centroid,LEGAL,83,2005-01-28
65005,2024,40.040780,101.368350,G & F Inc 32-22,GOOGLE,84,2018-03-28
65007,2024,40.194550,100.616800,at front door,GPS-WAAS,83,2006-01-06
65024,2024,41.536730,96.102040,front door,GPS-WAAS,83,2005-10-01
65054,2024,41.109200,103.169040,Quarter Section Centroid,LEGAL,83,2005-01-28
65056,2024,41.009500,103.180080,well,UNKNOWN,,2018-03-21
65066,2024,41.185416,95.935876,20'S of entrance,GPS-DIF,83,2014-01-21
65069,2024,41.115857,95.932653,driveway,GPS-DIF,83,2013-08-20
65075,2024,41.471321,96.496500,40'N & 5'E of N gas pump,GPS-DIF,83,2000-04-29
65079,2024,40.809929,96.603256,northernmost parking stall,GOOGLE,84,2017-01-25
65081,2024,40.867723,96.625400,south drive,GOOGLE,84,2017-01-25
65103,2024,42.114292,96.703528,45' W of door,GPS-DIF,83,2001-06-18
65106,2024,40.820001,97.600956,45 ' E of SE door,GPS-DIF,83,2000-08-09
65107,2024,40.818126,97.598514,25' E of S door,GPS-DIF,83,2000-08-09
65111,2024,41.223957,102.993565,drive,GOOGLE,84,2017-01-25
65112,2024,41.178363,102.914379,drive,GOOGLE,84,2017-01-25
65115,2024,41.281950,96.234040,driveway,DIG-DOQ,83,2010-08-13
65119,2024,41.279391,103.179075,10' S of white tank,GPS-DIF,83,2000-04-29
65120,2024,41.352190,103.128500,drive,DIG-DOQ,84,2015-05-06
65121,2024,41.352530,103.039220,drive,DIG-DOQ,84,2015-05-06
65122,2024,41.293900,103.085470,drive,DIG-DOQ,84,2015-05-06
65123,2024,41.121808,102.725285,gate,GOOGLE,84,2017-01-26
65124,2024,41.100870,102.916548,gate,GOOGLE,84,2017-01-26
65125,2024,41.048125,102.688796,drive,GOOGLE,84,2017-01-26
65140,2024,41.239099,95.946912,drive,GOOGLE,84,2017-01-26
65227,2024,41.207960,103.623460,site,UNKNOWN,84,2018-03-02
65233,2024,41.027012,103.058604,15' W of entrance,GPS-DIF,83,2000-04-29
65234,2024,41.040740,102.964135,drive,GOOGLE,84,2017-01-26
65276,2024,40.316820,96.841324,drive,GOOGLE,84,2017-01-26
65282,2024,41.779693,99.125522,"100'SW of door, S driveway",GPS-DIF,83,2000-04-29
65292,2024,41.250045,98.802522,east drive,GOOGLE,84,2017-01-26
65305,2024,40.713786,99.106330,10 ft N of facility,GPS-DIF,83,2001-07-31
65309,2024,41.083566,103.471441,10' N of sign by red structure,GPS-DIF,83,2000-04-29
65314,2024,41.390870,103.391650,Quarter Section Centroid,LEGAL,83,2005-01-28
65322,2024,41.271640,102.924842,Section Centroid,LEGAL,83,2008-06-19
65347,2024,40.101180,101.507080,Quarter Section Centroid,LEGAL,83,2005-01-28
65365,2024,41.139390,104.038780,site,UNKNOWN,83,2013-02-15
65373,2024,41.204870,103.684790,well location,UNKNOWN,,2011-03-17
65375,2024,41.092580,103.752280,well location,UNKNOWN,,2011-03-17
65378,2024,41.145030,103.696290,Quarter Section Centroid,LEGAL,83,2005-01-28
65437,2024,41.045560,95.959440,"E side entry gate off Davy Jones Dr, 10' from gate",GPS-WAAS,83,2006-01-26
65440,2024,42.271340,96.822620,drive,DIG-DOQ,84,2015-06-24
65441,2024,42.351570,96.947550,drive,DIG-DOQ,84,2015-06-24
65455,2024,42.345293,97.601051,drive,GOOGLE,84,2017-01-26
65459,2024,41.524810,96.105490,"drive, E side P35, Just N of Hwy 75, S of Cargill",DIG-DOQ,83,2008-07-25
65460,2024,40.320093,98.444241,drive,DIG-DOQ,84,2014-12-29
65465,2024,40.389767,97.178565,drive,GOOGLE,84,2017-01-09
65472,2024,42.384130,98.530481,gate at W end of bulk propane tank,GPS-DIF,83,2000-04-29
65482,2024,41.639860,103.945270,drive,DIG-DOQ,84,2015-05-14
65483,2024,41.639860,103.843130,drive,DIG-DOQ,84,2015-05-14
65484,2024,41.535710,103.907740,drive,DIG-DOQ,84,2015-05-14
65485,2024,41.582634,103.674940,drive,GOOGLE,84,2017-01-26
65488,2024,41.321785,103.242762,5' from front entrance,GPS-DIF,83,2000-04-29
65489,2024,41.337580,103.339320,10' from front entrance,GPS-DIF,83,2000-04-29
65490,2024,41.402184,103.385418,10' from front entrance,GPS-DIF,83,2000-04-29
65491,2024,41.363804,103.491906,drive,GOOGLE,84,2017-01-26
65492,2024,41.281280,103.394860,gate,DIG-DOQ,84,2015-05-01
65493,2024,41.195234,103.321213,drive,GOOGLE,84,2017-01-26
65494,2024,41.291870,103.479480,gate,DIG-DOQ,84,2015-05-01
65495,2024,41.263647,103.586214,drive,GOOGLE,84,2017-01-26
65496,2024,41.331762,103.585786,drive,GOOGLE,84,2017-01-26
65497,2024,41.407049,103.572110,gate,GOOGLE,84,2017-01-26
65498,2024,41.293896,102.995449,drive,GOOGLE,84,2017-01-26
65500,2024,41.094648,103.030944,50 meters from Entrance,GPS-DIF,83,2000-04-29
65501,2024,41.147942,103.108206,"2.5S, 50 meters from entrance&10' from cattle gate",GPS-DIF,83,2017-01-26
65502,2024,41.350257,103.129373,,UNKNOWN,,2000-12-10
65504,2024,41.395540,102.869386,drive,GOOGLE,84,2017-01-26
65505,2024,41.323020,102.916890,drive,DIG-DOQ,84,2015-05-06
65506,2024,41.395540,102.869386,drive,GOOGLE,84,2017-01-26
65507,2024,41.310750,102.687230,drive,DIG-DOQ,84,2015-05-06
65508,2024,41.265390,102.780720,drive,DIG-DOQ,84,2015-05-06
65509,2024,41.186174,102.724476,drive,GOOGLE,84,2017-01-26
65510,2024,41.207224,102.818898,drive,GOOGLE,84,2017-01-26
65511,2024,41.422750,103.771240,drive,DIG-DOQ,84,2015-05-14
65512,2024,41.436890,103.660180,drive,DIG-DOQ,84,2015-05-14
65513,2024,41.364950,103.662063,drive,GOOGLE,84,2017-01-26
65514,2024,41.294167,103.662667,drive,GOOGLE,84,2017-01-26
65515,2024,41.267051,103.777672,gate,GOOGLE,84,2017-01-26
65516,2024,41.105054,103.983386,drive,GOOGLE,84,2017-01-26
65517,2024,41.175570,103.931641,drive,GOOGLE,84,2017-01-26
65518,2024,41.104159,103.893072,drive,GOOGLE,84,2017-01-26
65519,2024,41.069578,103.816033,drive,GOOGLE,84,2017-01-26
65520,2024,41.366075,102.751639,gate,GOOGLE,84,2017-01-26
65521,2024,41.235839,102.668835,gate,GOOGLE,84,2017-03-06
65522,2024,41.045585,102.868522,drive,GOOGLE,84,2017-01-26
65523,2024,41.105904,102.831562,drive,GOOGLE,84,2017-01-26
65524,2024,41.048116,102.774027,drive,GOOGLE,84,2017-01-26
65525,2024,41.018714,103.278750,200 m SW of site at entrance gates,GPS-DIF,83,2000-04-29
65526,2024,41.472940,103.888720,drive,DIG-DOQ,84,2015-05-14
65527,2024,41.422060,103.977330,drive,DIG-DOQ,84,2015-05-14
65537,2024,40.836011,95.996601,"10' E side of building, center",GPS-DIF,83,2000-04-29
65538,2024,40.459106,96.380416,10'E of metal shed,GPS-DIF,83,2000-04-29
65539,2024,42.430407,97.088329,"curb, 30' E of door",GPS-DIF,83,2001-06-18
65543,2024,41.104050,95.897384,25'S & 35'E of office door,GPS-DIF,83,2000-04-29
65545,2024,42.322550,96.887400,west drive,DIG-DOQ,84,2015-06-24
65546,2024,41.425202,96.464288,at gate to facility,GPS-DIF,83,2000-04-29
65547,2024,41.386379,96.438104,drive to parking in southeast corner of property,GOOGLE,84,2017-01-26
65552,2024,41.929961,103.898824,drive into parking lot,GOOGLE,84,2017-01-26
65563,2024,41.442336,96.488447,3'SE of SE corner of building,GPS-DIF,83,2000-04-29
65564,2024,41.437110,96.491014,15'N & 5'E of entrance,GPS-DIF,83,2000-04-29
65565,2024,41.446798,96.499851,25'N of door,GPS-DIF,83,2000-04-29
65566,2024,41.436052,96.482670,15'E of door on N side,GPS-DIF,83,2000-04-29
65567,2024,40.782680,99.162390,approximate location of old grain elevator,DIG-DOQ,83,2012-06-25
65570,2024,40.669180,95.862626,"40' N of door, maintenance",GPS-DIF,83,2009-09-25
65601,2024,40.685572,100.407092,drive,GOOGLE,84,2019-02-05
65602,2024,41.612307,96.559910,25'N & 15'E of office door,GPS-DIF,83,2000-04-29
65625,2024,42.498320,102.663460,driveway entrance,GPS-WAAS,83,2005-10-19
65643,2024,41.827814,96.702837,"35' ESE of door, parking",GPS-DIF,83,2001-06-18
65652,2024,41.655880,97.058843,10' SW of scale,GPS-DIF,83,2000-08-09
65653,2024,41.438236,97.210495,E side of building in parking,GPS-DIF,83,2000-08-09
65654,2024,41.452800,97.067919,25' ENE of pumps,GPS-DIF,83,2000-08-09
65686,2024,41.008930,96.287090,entrance gate,GPS-WAAS,83,2011-03-07
65693,2024,40.291550,98.735460,drive,DIG-DOQ,83,2012-03-22
65695,2024,40.374614,95.839214,E end of facility,GPS-DIF,83,2000-04-29
65767,2024,40.289440,96.759471,middle drive,GOOGLE,84,2016-03-01
65768,2024,41.776651,99.128442,gate,GPS-DIF,83,2000-04-29
65798,2024,41.314664,96.048208,gate,GOOGLE,84,2017-01-26
65825,2024,40.785621,97.815970,drive from Oak St/Rd 7,GPS-DIF,83,2020-02-20
65828,2024,40.481090,99.126820,southeast corner station building,GPS-WAAS,83,2005-10-25
65834,2024,41.982196,97.059102,drive,GPS-DIF,83,2001-06-18
65837,2024,40.880384,97.788537,drive,DIG-DOQ,84,2014-12-08
65848,2024,40.846838,96.755484,sidewalk to terminal,GOOGLE,84,2017-02-07
65850,2024,40.848255,96.757412,tower,GOOGLE,84,2017-02-07
65852,2024,40.196830,100.653110,drive to bulk propane tanks and bulk fuel tanks,DIG-DOQ,83,2013-01-28
65853,2024,40.194990,100.620830,at front door,GPS-WAAS,83,2006-01-09
65855,2024,41.423240,99.124370,curb in front of station,GPS-WAAS,83,2005-11-01
65857,2024,42.432308,97.086347,drive on 573 Ave,GOOGLE,84,2017-02-07
65859,2024,40.734870,98.845410,west entrance to Court St (Lowell Rd),GPS-WAAS,83,2006-01-17
65861,2024,42.619752,97.259750,Section Centroid,LEGAL,83,2008-08-07
65862,2024,40.140865,96.657449,drive,GOOGLE,84,2017-02-07
65863,2024,40.169015,97.173119,50' S of door,GPS-DIF,83,2000-06-20
65914,2024,41.552902,100.956987,30' W of building in parking area,GPS-DIF,83,2000-04-29
65916,2024,40.365148,99.169310,east drive,GOOGLE,84,2017-02-07
65923,2024,42.549825,99.891833,drive,GOOGLE,84,2017-02-07
65927,2024,41.217197,95.997641,drive to parking lot,DIG-DOQ,84,2015-01-27
66037,2024,40.558840,98.296770,at entrance gate,GPS-WAAS,83,2006-10-23
66065,2024,40.645890,97.113630,40' NE of door of Farmers Cooperative Building,GPS-WAAS,83,2005-08-19
66101,2024,40.408310,99.319990,"main entr (NE cnr property S of 730 Rd,W of farm)",GPS-WAAS,83,2008-03-28
66144,2024,40.582530,98.305280,Hwy 6 entrance,GPS-WAAS,83,2008-01-04
66151,2024,40.949624,98.351450,"Parking, S side of facility, 30' W of entrance",GPS-DIF,83,2001-07-31
67302,2024,40.829590,98.629012,easternmost drive,GOOGLE,84,2017-04-17
67352,2024,40.611370,98.659100,main entrance to facility on north side of W 26th,GPS-WAAS,83,2006-10-19
68405,2024,40.640340,97.094370,"20 feet south of scale, east side scale building",GPS-WAAS,83,2005-09-27
69002,2024,40.516960,99.399470,drive,GOOGLE,84,2016-08-15
69492,2024,40.944841,96.467758,drive,DIG-DOQ,83,2014-06-17
69523,2024,40.285846,96.759962,building,GOOGLE,84,2020-06-02
69585,2024,41.533970,96.097870,main door east side of building,GPS-WAAS,83,2006-09-22
69668,2024,40.739970,98.884510,N entrance (main) to facility on N side Hwy 30,GPS-WAAS,83,2006-12-14
70193,2024,41.267800,95.978260,driveway at home office,DIG-DOQ,83,2013-05-08
70616,2024,41.211770,95.957890,entrance to front office,GPS-WAAS,83,2005-09-07
70693,2024,42.016046,97.213588,15' S of door,GPS-DIF,83,2001-06-18
70702,2024,40.282568,100.164880,drive between the two Cambridge Telephone Co bldgs,GOOGLE,84,2017-04-17
70703,2024,40.252462,100.306299,southern of two buildings,GOOGLE,84,2017-04-17
70706,2024,40.396090,95.839290,west drive,DIG-DOQ,83,2014-02-14
70714,2024,40.881385,97.865660,"90' E of door, E side of scale",GPS-DIF,83,2000-08-14
70722,2024,40.704451,99.046826,drive,DIG-DOQ,83,2013-03-12
70731,2024,41.285890,98.567528,40' S of door,GPS-DIF,83,2000-05-02
70734,2024,41.288043,99.380605,601 Douglas St. at curb S of building,GPS-DIF,83,2000-04-29
70737,2024,41.575060,103.346210,Waitman 1,UNKNOWN,84,2017-04-17
70739,2024,41.208816,96.090140,south drive,GOOGLE,84,2017-04-17
70753,2024,41.988850,97.835000,at entrance gate 10' south of road,GPS-WAAS,83,2007-04-03
70758,2024,40.778432,98.733757,building,DIG-DOQ,83,2014-01-09
70759,2024,41.101320,100.726610,About 10 feet east of entrance to site building,GPS-WAAS,83,2006-04-11
70916,2024,42.076912,97.367723,drive,GPS-DIF,83,2015-12-02
70919,2024,40.947930,95.964570,front entrance parking lot,GPS-WAAS,83,2007-02-08
70949,2024,41.950481,97.224085,20' S of door,GPS-DIF,83,2001-06-18
70952,2024,40.772200,98.369650,junction of sidewalks at W Plum & N 1st St,DIG-DOQ,83,2008-09-18
70959,2024,42.234893,97.001277,drive,GOOGLE,84,2017-04-20
70960,2024,40.573580,98.403430,main entr on N side W G St (W of UPS bldg),GPS-WAAS,83,2007-08-24
70962,2024,41.544462,96.102509,drive,GPS-DIF,83,2000-10-10
70964,2024,40.300873,96.743844,south drive,GOOGLE,84,2017-04-20
70969,2024,40.967658,98.740713,drive,GOOGLE,84,2017-04-20
70999,2024,42.205360,98.709943,drive,DIG-DOQ,84,2015-02-18
71019,2024,42.452295,98.630152,southernmost drive,GOOGLE,84,2017-04-20
71043,2024,40.418450,97.452873,S drive,GPS-DIF,83,2000-06-20
71064,2024,40.044219,95.820162,west drive,GOOGLE,84,2017-04-20
71090,2024,40.524641,97.613927,drive from 2nd St,GPS-DIF,83,2021-10-12
71103,2024,41.074870,98.715910,approximate location,DIG-DOQ,83,2009-02-20
71116,2024,41.173900,96.118416,front gate entrance on 132nd St,GPS-WAAS,83,2009-05-21
71130,2024,41.449523,97.068388,at tank storage,GPS-DIF,83,2000-08-09
71135,2024,41.436222,97.341793,"40' E of entrance, E side",GPS-DIF,83,2000-08-09
71136,2024,41.967722,97.407282,drive,GOOGLE,84,2017-04-20
71140,2024,40.648659,96.178820,drive,DIG-DOQ,83,2014-02-14
71186,2024,42.234389,96.474635,drive,GOOGLE,84,2024-03-22
71187,2024,41.936090,96.468700,approximate northwest corner northernmost building,GOOGLE,84,2020-02-04
71190,2024,40.835000,101.150050,at entrance gate,GPS-WAAS,83,2006-06-01
71218,2024,42.342372,98.039963,drive,DIG-DOQ,83,2016-03-01
71219,2024,41.159150,101.099842,drive,DIG-DOQ,84,2015-02-13
71225,2024,41.427770,96.458676,drive,GOOGLE,84,2017-04-20
71242,2024,40.154595,101.229955,drive,GOOGLE,84,2017-04-20
71243,2024,41.257422,95.938258,building,DIG-DOQ,83,2013-12-30
71255,2024,41.156465,96.148598,drive from Sapp Bros Dr,GOOGLE,84,2017-04-20
71284,2024,40.700060,99.064150,~50'north of shed on southwest side Hwy 10,GPS-WAAS,83,2008-01-04
71292,2024,41.385590,96.640138,drive,GOOGLE,84,2017-04-20
71341,2024,40.909690,100.161770,drive,DIG-DOQ,84,2015-06-09
71412,2024,40.714470,99.023160,at main office doors (4400 E 39th St),GPS-WAAS,83,2006-03-28
71434,2024,40.265483,96.558343,drive,GOOGLE,84,2017-01-09
71435,2024,41.079560,97.578870,southernmost drive of large circle drive,DIG-DOQ,83,2008-10-29
71486,2024,40.321544,97.293924,building,GOOGLE,84,2024-02-26
71524,2024,40.296730,96.991790,"601 S Co Rd,S entr,just N of RRX,SW of 510 S Co Rd",DIG-DOQ,83,2008-03-05
71566,2024,41.346668,103.030667,south (main) drive,GOOGLE,84,2017-04-20
71567,2024,41.648042,103.083724,"west (main) drive, just southeast of bean elevator",GOOGLE,84,2020-07-02
71684,2024,41.462350,103.452840,site,UNKNOWN,84,2018-01-11
71687,2024,40.064100,95.830330,site,UNKNOWN,83,2013-07-17
71713,2024,41.438330,103.215976,drive,GOOGLE,84,2017-06-05
71743,2024,40.898000,97.124900,Quarter Section Centroid,LEGAL,83,2005-01-28
71838,2024,40.379568,101.219388,drive to north site (former grain bin site),GOOGLE,84,2017-06-05
71850,2024,40.852865,96.740610,drive,GOOGLE,84,2017-06-05
71935,2024,41.610900,96.556800,drive,DIG-DOQ,83,2009-03-24
71983,2024,41.193344,103.794929,end of drive at well,GOOGLE,84,2017-06-05
72015,2024,40.867700,98.607530,north drive of large circle drive,DIG-DOQ,83,2008-08-13
72038,2024,40.423620,99.368750,west entrance on south side of property on 13th St,GPS-WAAS,83,2006-03-31
72040,2024,41.220590,102.363200,peeks 1-x,UNKNOWN,83,2024-03-19
72041,2024,41.223360,102.363250,reineman 1-33,UNKNOWN,,2024-03-19
72042,2024,41.224210,102.359580,clj farms 1-34,UNKNOWN,83,2024-03-19
72054,2024,41.341158,97.598277,drive between the plants/pits (Platte County),GOOGLE,84,2019-02-06
72072,2024,41.162627,103.693331,drive,GOOGLE,84,2017-06-05
72175,2024,41.731481,96.886996,drive,GOOGLE,84,2017-02-13
72181,2024,41.250299,95.933547,drive,GOOGLE,84,2017-06-05
72182,2024,40.808009,96.722465,drive,GOOGLE,84,2017-06-05
72183,2024,40.390126,96.178962,drive from shared drive,GOOGLE,84,2019-02-06
72255,2024,40.779438,99.753587,east drive,GOOGLE,84,2017-06-05
72294,2024,41.707509,97.272353,drive,GOOGLE,84,2025-01-22
72698,2024,40.592270,98.339060,front office door (for both AGP Soy and AGP Corn),GPS-WAAS,83,2005-10-01
72945,2024,41.216115,96.070631,entrance from I Street,DIG-DOQ,83,2014-04-02
73007,2024,41.435960,97.319420,entrance,GPS-WAAS,83,2013-07-03
73042,2024,40.775406,97.048663,drive,GOOGLE,84,2024-02-26
73092,2024,40.538640,97.581310,40' northeast of front door,GPS-WAAS,83,2005-08-22
73116,2024,41.314334,95.917718,drive to main parking lot,DIG-DOQ,83,2014-05-28
73121,2024,41.288780,103.063960,Sioux Federal 22-9,UNKNOWN,,2016-01-25
73237,2024,40.442788,98.515280,drive,DIG-DOQ,83,2014-05-05
73238,2024,41.253363,98.460859,driveway (shared),GPS-DIF,83,2015-02-17
73266,2024,40.306760,99.943520,driveway to large complex,DIG-DOQ,83,2011-01-05
73342,2024,40.400576,96.944344,"E side of bldg, 20' SSE of entrance",GPS-DIF,83,2014-06-19
73345,2024,40.743374,99.726225,westernmost drive,GOOGLE,84,2017-06-07
73356,2024,42.350660,97.707960,"main office door, about 20 feet east",GPS-WAAS,83,2006-04-03
73461,2024,40.504760,101.623350,"drive SE of fac,SW Acrs 6 from Frenchman Produce",DIG-DOQ,83,2008-02-11
73584,2024,41.221999,95.969797,westernmost (main) drive,GOOGLE,84,2017-06-07
73764,2024,40.717590,99.025340,approximately 15 feet from entrance to facility,GPS-WAAS,83,2006-11-13
73765,2024,42.347350,97.780780,Quarter Section Centroid,LEGAL,83,2005-01-28
73773,2024,41.235400,103.663351,15' S of SE corner of bldg,GPS-DIF,83,2017-12-06
73775,2024,42.594508,98.971855,drive,DIG-DOQ,83,2014-05-09
73871,2024,41.967790,97.601330,E side entr door to main office(2S on W side hwy),GPS-WAAS,83,2007-03-12
73872,2024,41.139320,97.423940,"chemical warehouse, northeast of residence",DIG-DOQ,83,2007-09-24
73911,2024,40.875700,96.635400,site,DIG-DOQ,83,2012-01-24
73921,2024,42.473094,98.657420,drive,GOOGLE,84,2017-06-07
73925,2024,41.373000,97.968500,relocation site at 309 N 535th St Fullerton 68368,UNKNOWN,83,2016-10-12
73935,2024,42.014131,97.412914,east drive,GOOGLE,84,2017-06-07
74011,2024,40.506928,98.931816,west drive,GOOGLE,84,2021-02-02
74014,2024,42.450680,96.482887,middle drive,DIG-DOQ,84,2015-02-12
74032,2024,40.407040,96.182220,driveway to portable concrete plant,DIG-DOQ,83,2010-10-29
74033,2024,42.323000,103.066600,driveway,DIG-DOQ,83,2010-02-17
74162,2024,40.195268,100.620522,"entr to site on Gerhold St,between Karrer St&Hwy83",DIG-DOQ,83,2009-11-16
74241,2024,41.257422,95.938258,building,DIG-DOQ,83,2014-04-23
74309,2024,41.166611,96.063417,facility entrance off S 97 St,GPS-WAAS,83,2018-12-19
75068,2024,42.134330,96.863310,drive,DIG-DOQ,83,2008-03-12
75069,2024,41.985730,98.087130,approximate location,DIG-DOQ,83,2009-02-23
75071,2024,41.212286,96.621364,drive,GOOGLE,84,2017-06-07
75073,2024,40.483430,99.073270,"main gate, north side KAAPA Lane",GPS-WAAS,83,2005-08-25
75082,2024,40.439910,99.455080,north entrance to facility on west side Road J,GPS-WAAS,83,2010-04-15
75216,2024,41.404500,99.597400,20'north of main entrance on west side county road,GPS-WAAS,83,2006-10-19
75381,2024,40.862269,96.638424,drive,DIG-DOQ,83,2014-05-21
75444,2024,40.698426,96.703746,drive from Shoemakers Truck Stop,GOOGLE,84,2017-06-07
75447,2024,40.814277,97.590142,drive,GOOGLE,84,2017-06-07
75570,2024,40.563170,98.321310,20 feet west of southwest building,GPS-WAAS,83,2007-04-06
75573,2024,40.807917,96.717924,drive,DIG-DOQ,83,2013-12-27
75574,2024,40.885692,98.150112,drive,DIG-DOQ,83,2013-12-27
